DOI,omid
10.1145/1357054.1357135,br/062503231093
10.1145/1357054.1357136,br/062503231608
10.1145/1357054.1357138,br/062503231131
10.1145/1357054.1357139,br/062503231122
10.1145/1357054.1357140,br/062503231169
10.1145/1357054.1357141,br/062503230922
10.1145/1357054.1357143,br/062503231359
10.1145/1357054.1357144,br/062503231756
10.1145/1357054.1357145,br/062503231315
10.1145/1357054.1357147,br/062503231061
10.1145/1357054.1357148,br/062503231521
10.1145/1357054.1357149,br/062503231704
10.1145/1357054.1357151,br/062403233441
10.1145/1357054.1357152,br/062503230938
10.1145/1357054.1357153,br/062503231109
10.1145/1357054.1357155,br/062503230996
10.1145/1357054.1357156,br/062503231135
10.1145/1357054.1357157,br/062503231004
10.1145/1357054.1357159,br/062503231680
10.1145/1357054.1357160,br/062503231129
10.1145/1357054.1357161,br/062503231376
10.1145/1357054.1357162,br/062503231689
10.1145/1357054.1357164,br/062503231706
10.1145/1357054.1357165,br/062503230986
10.1145/1357054.1357166,br/062503231724
10.1145/1357054.1357168,br/062503230935
10.1145/1357054.1357169,br/062503231055
10.1145/1357054.1357170,br/062503231380
10.1145/1357054.1357171,br/062503231334
10.1145/1357054.1357173,br/062503231237
10.1145/1357054.1357174,br/062503231025
10.1145/1357054.1357175,br/062503231331
10.1145/1357054.1357177,br/062503231717
10.1145/1357054.1357178,br/062503231024
10.1145/1357054.1357179,br/062503231118
10.1145/1357054.1357181,br/062503231617
10.1145/1357054.1357182,br/062503230967
10.1145/1357054.1357183,br/062503231120
10.1145/1357054.1357184,br/062503231600
10.1145/1357054.1357186,br/062503231095
10.1145/1357054.1357187,br/062503231281
10.1145/1357054.1357188,br/062503231715
10.1145/1357054.1357190,br/062503231733
10.1145/1357054.1357191,br/062503231323
10.1145/1357054.1357192,br/062503230934
10.1145/1357054.1357193,br/062503231116
10.1145/1357054.1357195,br/062503231377
10.1145/1357054.1357196,br/062403233392
10.1145/1357054.1357197,br/062503231655
10.1145/1357054.1357199,br/062503231587
10.1145/1357054.1357200,br/062503231586
10.1145/1357054.1357201,br/062503231653
10.1145/1357054.1357203,br/062503231635
10.1145/1357054.1357204,br/062503231190
10.1145/1357054.1357205,br/062503231137
10.1145/1357054.1357207,br/062503231119
10.1145/1357054.1357208,br/062503231609
10.1145/1357054.1357209,br/062503231553
10.1145/1357054.1357210,br/062503231673
10.1145/1357054.1357212,br/062503230975
10.1145/1357054.1357213,br/062503231124
10.1145/1357054.1357214,br/062503231603
10.1145/1357054.1357215,br/062503231597
10.1145/1357054.1357217,br/062503231293
10.1145/1357054.1357218,br/062503231313
10.1145/1357054.1357219,br/062503231686
10.1145/1357054.1357221,br/062503231707
10.1145/1357054.1357222,br/062503231346
10.1145/1357054.1357223,br/062503231385
10.1145/1357054.1357224,br/062503231690
10.1145/1357054.1357225,br/062503231582
10.1145/1357054.1357227,br/062503231029
10.1145/1357054.1357228,br/062503231736
10.1145/1357054.1357229,br/062503231693
10.1145/1357054.1357230,br/062503231296
10.1145/1357054.1357232,br/062503231367
10.1145/1357054.1357233,br/062503231219
10.1145/1357054.1357234,br/062403233387
10.1145/1357054.1357235,br/062503231551
10.1145/1357054.1357237,br/062503231390
10.1145/1357054.1357238,br/062503231002
10.1145/1357054.1357239,br/062503231592
10.1145/1357054.1357241,br/062503231692
10.1145/1357054.1357242,br/062503231011
10.1145/1357054.1357243,br/062503231615
10.1145/1357054.1357245,br/062503231357
10.1145/1357054.1357246,br/062503231102
10.1145/1357054.1357247,br/062503231121
10.1145/1357054.1357249,br/062503231345
10.1145/1357054.1357250,br/062503231021
10.1145/1357054.1357251,br/062503231056
10.1145/1357054.1357252,br/062503231228
10.1145/1357054.1357254,br/062503231679
10.1145/1357054.1357255,br/062503231685
10.1145/1357054.1357256,br/062503231637
10.1145/1357054.1357257,br/062503231111
10.1145/1357054.1357259,br/062503231005
10.1145/1357054.1357260,br/062503231373
10.1145/1357054.1357261,br/062503231611
10.1145/1357054.1357263,br/062503231394
10.1145/1357054.1357264,br/062503231648
10.1145/1357054.1357265,br/062503231020
10.1145/1357054.1357266,br/062503231514
10.1145/1357054.1357268,br/062503231765
10.1145/1357054.1357269,br/062503231022
10.1145/1357054.1357270,br/062503231647
10.1145/1357054.1357271,br/062503231356
10.1145/1357054.1357273,br/062503231804
10.1145/1357054.1357274,br/062503231742
10.1145/1357054.1357275,br/062503231278
10.1145/1357054.1357277,br/062503231589
10.1145/1357054.1357278,br/062503231438
10.1145/1357054.1357279,br/062403233426
10.1145/1357054.1357281,br/062503231801
10.1145/1357054.1357282,br/062503231593
10.1145/1357054.1357283,br/062503231730
10.1145/1357054.1357285,br/062503231018
10.1145/1357054.1357286,br/062503231612
10.1145/1357054.1357287,br/062503230957
10.1145/1357054.1357288,br/062503231139
10.1145/1357054.1357290,br/062503231113
10.1145/1357054.1357291,br/062503230932
10.1145/1357054.1357292,br/062503231030
10.1145/1357054.1357294,br/062503231341
10.1145/1357054.1357295,br/062503231683
10.1145/1357054.1357296,br/062403233348
10.1145/1357054.1357298,br/062503231379
10.1145/1357054.1357299,br/062503231398
10.1145/1357054.1357300,br/062503231133
10.1145/1357054.1357302,br/062403233344
10.1145/1357054.1357303,br/062503231305
10.1145/1357054.1357304,br/062503231585
10.1145/1357054.1357306,br/062503231125
10.1145/1357054.1357307,br/062503231336
10.1145/1357054.1357308,br/062503231605
10.1145/1357054.1357310,br/062503230931
10.1145/1357054.1357311,br/062503231757
10.1145/1357054.1357312,br/062503231794
10.1145/1357054.1357313,br/062503231363
10.1145/1357054.1357315,br/062403233364
10.1145/1357054.1357316,br/062503231342
10.1145/1357054.1357317,br/062503230960
10.1145/1357054.1357319,br/062503231049
10.1145/1357054.1357320,br/062503231805
10.1145/1357054.1357321,br/062503231721
10.1145/1357054.1357323,br/062503231531
10.1145/1357054.1357324,br/062503231009
10.1145/1357054.1357326,br/062503231352
10.1145/1357054.1357327,br/062503231416
10.1145/1357054.1357328,br/062503231404
10.1145/1357054.1357330,br/062503231017
10.1145/1357054.1357331,br/062503230930
10.1145/1357054.1357332,br/062503231555
10.1145/1357054.1357333,br/06504428022
10.1145/1357054.1357335,br/062503231033
10.1145/1357054.1357336,br/062503231238
10.1145/1357054.1357337,br/062503231362
10.1145/1518701.1518703,br/062203219696
10.1145/1518701.1518704,br/06103646202
10.1145/1518701.1518705,br/062203219698
10.1145/1518701.1518707,br/06103645857
10.1145/1518701.1518708,br/06103645745
10.1145/1518701.1518709,br/062203219681
10.1145/1518701.1518710,br/06103646239
10.1145/1518701.1518712,br/06103645992
10.1145/1518701.1518713,br/062203219780
10.1145/1518701.1518714,br/06103645486
10.1145/1518701.1518715,br/06103646096
10.1145/1518701.1518717,br/06103645574
10.1145/1518701.1518718,br/06103645846
10.1145/1518701.1518719,br/06103645475
10.1145/1518701.1518720,br/06103645445
10.1145/1518701.1518722,br/06103645947
10.1145/1518701.1518723,br/062203219670
10.1145/1518701.1518724,br/062203219850
10.1145/1518701.1518726,br/06103645985
10.1145/1518701.1518727,br/06103646173
10.1145/1518701.1518728,br/06103645892
10.1145/1518701.1518730,br/06103646215
10.1145/1518701.1518731,br/06103646183
10.1145/1518701.1518732,br/06103646252
10.1145/1518701.1518733,br/06103646204
10.1145/1518701.1518735,br/06103645786
10.1145/1518701.1518736,br/06103645685
10.1145/1518701.1518737,br/06103645975
10.1145/1518701.1518738,br/06103646312
10.1145/1518701.1518740,br/06103645415
10.1145/1518701.1518741,br/062203219775
10.1145/1518701.1518742,br/06103645508
10.1145/1518701.1518744,br/06103646377
10.1145/1518701.1518745,br/06103645653
10.1145/1518701.1518746,br/06103646029
10.1145/1518701.1518748,br/06103645620
10.1145/1518701.1518749,br/06103645661
10.1145/1518701.1518750,br/06103646014
10.1145/1518701.1518752,br/06103646383
10.1145/1518701.1518753,br/06103646337
10.1145/1518701.1518754,br/06103645838
10.1145/1518701.1518756,br/06103646194
10.1145/1518701.1518757,br/062603239342
10.1145/1518701.1518758,br/06103645876
10.1145/1518701.1518759,br/06103645804
10.1145/1518701.1518761,br/06103645779
10.1145/1518701.1518762,br/062203219695
10.1145/1518701.1518763,br/062203219733
10.1145/1518701.1518765,br/06103645528
10.1145/1518701.1518766,br/06103645994
10.1145/1518701.1518767,br/06103646410
10.1145/1518701.1518768,br/06103645853
10.1145/3256948,br/0603920977
10.1145/1518701.1518770,br/06103645981
10.1145/1518701.1518771,br/06103645789
10.1145/1518701.1518772,br/06103645963
10.1145/1518701.1518774,br/06103646075
10.1145/1518701.1518775,br/062603239339
10.1145/1518701.1518776,br/06103645861
10.1145/1518701.1518778,br/06103646035
10.1145/1518701.1518779,br/06103645572
10.1145/1518701.1518780,br/06103646192
10.1145/1518701.1518782,br/06103645847
10.1145/1518701.1518783,br/06103645684
10.1145/1518701.1518784,br/06103646050
10.1145/1518701.1518786,br/06103646408
10.1145/1518701.1518787,br/06103645571
10.1145/1518701.1518788,br/06103646182
10.1145/1518701.1518789,br/06103645519
10.1145/1518701.1518791,br/06103645476
10.1145/1518701.1518792,br/06103645938
10.1145/1518701.1518793,br/06103645772
10.1145/1518701.1518795,br/06103645999
10.1145/1518701.1518796,br/062203219754
10.1145/1518701.1518797,br/06103645559
10.1145/1518701.1518799,br/06103645471
10.1145/1518701.1518801,br/06103645941
10.1145/1518701.1518803,br/06103645553
10.1145/1518701.1518804,br/06103645931
10.1145/1518701.1518806,br/06103645778
10.1145/1518701.1518807,br/06103645554
10.1145/1518701.1518808,br/062203219684
10.1145/1518701.1518810,br/06103645681
10.1145/1518701.1518812,br/06103645510
10.1145/1518701.1518813,br/062203219690
10.1145/1518701.1518814,br/06103646340
10.1145/1518701.1518816,br/06103645869
10.1145/1518701.1518817,br/06103645864
10.1145/1518701.1518819,br/06103645989
10.1145/1518701.1518820,br/06103646179
10.1145/1518701.1518821,br/062203219686
10.1145/1518701.1518823,br/062203219700
10.1145/1518701.1518824,br/06103645855
10.1145/1518701.1518825,br/062603239336
10.1145/1518701.1518827,br/06103646241
10.1145/1518701.1518828,br/06103645934
10.1145/1518701.1518829,br/06103646400
10.1145/1518701.1518831,br/06103645809
10.1145/1518701.1518832,br/06103646339
10.1145/1518701.1518833,br/06103646062
10.1145/3256966,br/06320158217
10.1145/1518701.1518835,br/06103645513
10.1145/1518701.1518837,br/06103646022
10.1145/1518701.1518838,br/062603239341
10.1145/1518701.1518839,br/062203219751
10.1145/1518701.1518840,br/06103645996
10.1145/1518701.1518842,br/06103646064
10.1145/1518701.1518843,br/06103645570
10.1145/1518701.1518844,br/06103646395
10.1145/1518701.1518845,br/06103646207
10.1145/1518701.1518847,br/06103645993
10.1145/1518701.1518848,br/06103645998
10.1145/1518701.1518849,br/06103645862
10.1145/1518701.1518851,br/06103645547
10.1145/1518701.1518852,br/06103645509
10.1145/1518701.1518853,br/06103645904
10.1145/1518701.1518855,br/06103645948
10.1145/1518701.1518856,br/06103646260
10.1145/1518701.1518857,br/062603239354
10.1145/1518701.1518858,br/06103646178
10.1145/1518701.1518860,br/06103646047
10.1145/1518701.1518861,br/06103645539
10.1145/1518701.1518862,br/06103646234
10.1145/1518701.1518864,br/06103646255
10.1145/1518701.1518865,br/06103645911
10.1145/1518701.1518866,br/06103645988
10.1145/1518701.1518868,br/06103646185
10.1145/1518701.1518869,br/06103645636
10.1145/1518701.1518870,br/06103646080
10.1145/1518701.1518871,br/06103645523
10.1145/1518701.1518873,br/062203219813
10.1145/1518701.1518874,br/062603239337
10.1145/1518701.1518875,br/06103645968
10.1145/1518701.1518877,br/06103645680
10.1145/1518701.1518878,br/06103645817
10.1145/1518701.1518879,br/06103645880
10.1145/1518701.1518881,br/06103645468
10.1145/1518701.1518882,br/06103645512
10.1145/1518701.1518883,br/06103645741
10.1145/1518701.1518885,br/06103645935
10.1145/1518701.1518886,br/06103645848
10.1145/1518701.1518887,br/06103646295
10.1145/1518701.1518888,br/06103645731
10.1145/1518701.1518890,br/06103645759
10.1145/1518701.1518891,br/06103645868
10.1145/1518701.1518892,br/06103645617
10.1145/1518701.1518893,br/06103646163
10.1145/1518701.1518895,br/062203219697
10.1145/1518701.1518896,br/06103645983
10.1145/1518701.1518897,br/062203219689
10.1145/1518701.1518899,br/06103645887
10.1145/1518701.1518900,br/06103645491
10.1145/1518701.1518901,br/06103645635
10.1145/1518701.1518903,br/06103645498
10.1145/1518701.1518904,br/06103645821
10.1145/1518701.1518905,br/06103645719
10.1145/1518701.1518907,br/062203219846
10.1145/1518701.1518908,br/06103646210
10.1145/1518701.1518909,br/06103645815
10.1145/3256984,br/0603920978
10.1145/1518701.1518911,br/062203219774
10.1145/1518701.1518912,br/06103645658
10.1145/1518701.1518913,br/062203219676
10.1145/1518701.1518914,br/06103645555
10.1145/1518701.1518916,br/06103645946
10.1145/1518701.1518918,br/062203219825
10.1145/1518701.1518919,br/06103646193
10.1145/1518701.1518920,br/06103645623
10.1145/1518701.1518922,br/06103646370
10.1145/1518701.1518923,br/06103645664
10.1145/1518701.1518924,br/062203219729
10.1145/1518701.1518925,br/062203219683
10.1145/1518701.1518927,br/06103646186
10.1145/1518701.1518928,br/06103645852
10.1145/1518701.1518929,br/062203219837
10.1145/1518701.1518930,br/06103646388
10.1145/1518701.1518932,br/06103645970
10.1145/1518701.1518933,br/06103645667
10.1145/1518701.1518934,br/06103645875
10.1145/1518701.1518935,br/06103645480
10.1145/1518701.1518936,br/06103645753
10.1145/1518701.1518938,br/06103646230
10.1145/1518701.1518939,br/06103646405
10.1145/1518701.1518942,br/06103645682
10.1145/1518701.1518943,br/06103645700
10.1145/1518701.1518944,br/062203219692
10.1145/1518701.1518946,br/06103646257
10.1145/1518701.1518947,br/062203219691
10.1145/1518701.1518948,br/06103645660
10.1145/1518701.1518950,br/06103645511
10.1145/1518701.1518951,br/06103645516
10.1145/1518701.1518952,br/06103646373
10.1145/1518701.1518953,br/06103645614
10.1145/1518701.1518954,br/06103645637
10.1145/1518701.1518956,br/06103645514
10.1145/1518701.1518957,br/06103646012
10.1145/1518701.1518958,br/062203219793
10.1145/1518701.1518959,br/06103645814
10.1145/1518701.1518961,br/06103645596
10.1145/1518701.1518962,br/06103646023
10.1145/1518701.1518963,br/06103645668
10.1145/1518701.1518965,br/06103646235
10.1145/1518701.1518966,br/06103646357
10.1145/1518701.1518967,br/06103645740
10.1145/1518701.1518968,br/06103646305
10.1145/1518701.1518970,br/06103645865
10.1145/1518701.1518971,br/062203219845
10.1145/1518701.1518972,br/06103645932
10.1145/1518701.1518974,br/06103645982
10.1145/1518701.1518975,br/06103645939
10.1145/1518701.1518976,br/06103645671
10.1145/1518701.1518977,br/06103645670
10.1145/1518701.1518979,br/06103645691
10.1145/1518701.1518980,br/06103645738
10.1145/1518701.1518981,br/06103646256
10.1145/1518701.1518983,br/06103645536
10.1145/1518701.1518984,br/06103645416
10.1145/1518701.1518986,br/06103645630
10.1145/1518701.1518987,br/06103646310
10.1145/1518701.1518988,br/06103645492
10.1145/1518701.1518990,br/062203219844
10.1145/1518701.1518991,br/062203219694
10.1145/1518701.1518992,br/062203219834
10.1145/1518701.1518993,br/062203219783
10.1145/1518701.1518995,br/06103646066
10.1145/1518701.1518996,br/06103645955
10.1145/1518701.1518997,br/06103645542
10.1145/1518701.1518999,br/06103646201
10.1145/1518701.1519000,br/06103645618
10.1145/1518701.1519001,br/06103646267
10.1145/1518701.1519003,br/062203219672
10.1145/1518701.1519004,br/06103645785
10.1145/1518701.1519005,br/06103646065
10.1145/1518701.1519007,br/062203219732
10.1145/1518701.1519008,br/06103645957
10.1145/1518701.1519009,br/06103646335
10.1145/1518701.1519010,br/062203219795
10.1145/1518701.1519012,br/06103645944
10.1145/1518701.1519013,br/06103646345
10.1145/1518701.1519014,br/06103645980
10.1145/1518701.1519016,br/06103646378
10.1145/1518701.1519017,br/062203219779
10.1145/1518701.1519018,br/06103645986
10.1145/1518701.1519019,br/06103646144
10.1145/1518701.1519021,br/06103645430
10.1145/1518701.1519022,br/06103645708
10.1145/1518701.1519023,br/06103645997
10.1145/1518701.1519025,br/06103646105
10.1145/1518701.1519026,br/06103645594
10.1145/1518701.1519027,br/06103646045
10.1145/1518701.1519028,br/06103646147
10.1145/1518701.1519030,br/06103645633
10.1145/1518701.1519031,br/06103645822
10.1145/1518701.1519032,br/06103645823
10.1145/1518701.1519033,br/06103646228
10.1145/1518701.1519035,br/06103646396
10.1145/1518701.1519036,br/06103645960
10.1145/1518701.1519037,br/062203219842
10.1145/1518701.1519038,br/06103646188
10.1145/1518701.1519040,br/06103645551
10.1145/1518701.1519041,br/06103645843
10.1145/1518701.1519042,br/062203219812
10.1145/1518701.1519044,br/06103645569
10.1145/1518701.1519045,br/062203219687
10.1145/1518701.1519046,br/06103645444
10.1145/1518701.1519047,br/06103646390
10.1145/1518701.1519048,br/06103645788
10.1145/1518701.1519050,br/06103645984
10.1145/1518701.1519051,br/06103646240
10.1145/1518701.1519052,br/06103645964
10.1145/1518701.1519054,br/06103645669
